GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME_E,SX1E001,NAME_M,SX1M001
"G0100030","2013",,,"Alabama","01","Baldwin County","003",,,,,,,,,,,,,,,,,"Baldwin County, Alabama",25389,"Baldwin County, Alabama",1626
"G0100150","2013",,,"Alabama","01","Calhoun County","015",,,,,,,,,,,,,,,,,"Calhoun County, Alabama",19800,"Calhoun County, Alabama",1432
"G0100430","2013",,,"Alabama","01","Cullman County","043",,,,,,,,,,,,,,,,,"Cullman County, Alabama",21509,"Cullman County, Alabama",1389
"G0100490","2013",,,"Alabama","01","DeKalb County","049",,,,,,,,,,,,,,,,,"DeKalb County, Alabama",16941,"DeKalb County, Alabama",1393
"G0100510","2013",,,"Alabama","01","Elmore County","051",,,,,,,,,,,,,,,,,"Elmore County, Alabama",22780,"Elmore County, Alabama",2194
"G0100550","2013",,,"Alabama","01","Etowah County","055",,,,,,,,,,,,,,,,,"Etowah County, Alabama",20018,"Etowah County, Alabama",1013
"G0100690","2013",,,"Alabama","01","Houston County","069",,,,,,,,,,,,,,,,,"Houston County, Alabama",22242,"Houston County, Alabama",825
"G0100730","2013",,,"Alabama","01","Jefferson County","073",,,,,,,,,,,,,,,,,"Jefferson County, Alabama",27220,"Jefferson County, Alabama",862
"G0100770","2013",,,"Alabama","01","Lauderdale County","077",,,,,,,,,,,,,,,,,"Lauderdale County, Alabama",23993,"Lauderdale County, Alabama",1881
"G0100810","2013",,,"Alabama","01","Lee County","081",,,,,,,,,,,,,,,,,"Lee County, Alabama",25024,"Lee County, Alabama",2092
"G0100830","2013",,,"Alabama","01","Limestone County","083",,,,,,,,,,,,,,,,,"Limestone County, Alabama",25202,"Limestone County, Alabama",2639
"G0100890","2013",,,"Alabama","01","Madison County","089",,,,,,,,,,,,,,,,,"Madison County, Alabama",31477,"Madison County, Alabama",1337
"G0100950","2013",,,"Alabama","01","Marshall County","095",,,,,,,,,,,,,,,,,"Marshall County, Alabama",20101,"Marshall County, Alabama",1588
"G0100970","2013",,,"Alabama","01","Mobile County","097",,,,,,,,,,,,,,,,,"Mobile County, Alabama",21283,"Mobile County, Alabama",725
"G0101010","2013",,,"Alabama","01","Montgomery County","101",,,,,,,,,,,,,,,,,"Montgomery County, Alabama",25248,"Montgomery County, Alabama",1296
"G0101030","2013",,,"Alabama","01","Morgan County","103",,,,,,,,,,,,,,,,,"Morgan County, Alabama",23228,"Morgan County, Alabama",1944
"G0101150","2013",,,"Alabama","01","St. Clair County","115",,,,,,,,,,,,,,,,,"St. Clair County, Alabama",25439,"St. Clair County, Alabama",2045
"G0101170","2013",,,"Alabama","01","Shelby County","117",,,,,,,,,,,,,,,,,"Shelby County, Alabama",32229,"Shelby County, Alabama",1313
"G0101210","2013",,,"Alabama","01","Talladega County","121",,,,,,,,,,,,,,,,,"Talladega County, Alabama",21033,"Talladega County, Alabama",2016
"G0101250","2013",,,"Alabama","01","Tuscaloosa County","125",,,,,,,,,,,,,,,,,"Tuscaloosa County, Alabama",22004,"Tuscaloosa County, Alabama",1255
"G0101270","2013",,,"Alabama","01","Walker County","127",,,,,,,,,,,,,,,,,"Walker County, Alabama",19182,"Walker County, Alabama",1477
"G0200200","2013",,,"Alaska","02","Anchorage Municipality","020",,,,,,,,,,,,,,,,,"Anchorage Municipality, Alaska",36344,"Anchorage Municipality, Alaska",1337
"G0200900","2013",,,"Alaska","02","Fairbanks North Star Borough","090",,,,,,,,,,,,,,,,,"Fairbanks North Star Borough, Alaska",30872,"Fairbanks North Star Borough, Alaska",2441
"G0201700","2013",,,"Alaska","02","Matanuska-Susitna Borough","170",,,,,,,,,,,,,,,,,"Matanuska-Susitna Borough, Alaska",28714,"Matanuska-Susitna Borough, Alaska",1223
"G0400010","2013",,,"Arizona","04","Apache County","001",,,,,,,,,,,,,,,,,"Apache County, Arizona",11929,"Apache County, Arizona",912
"G0400030","2013",,,"Arizona","04","Cochise County","003",,,,,,,,,,,,,,,,,"Cochise County, Arizona",24093,"Cochise County, Arizona",1386
"G0400050","2013",,,"Arizona","04","Coconino County","005",,,,,,,,,,,,,,,,,"Coconino County, Arizona",25178,"Coconino County, Arizona",3105
"G0400130","2013",,,"Arizona","04","Maricopa County","013",,,,,,,,,,,,,,,,,"Maricopa County, Arizona",26888,"Maricopa County, Arizona",333
"G0400150","2013",,,"Arizona","04","Mohave County","015",,,,,,,,,,,,,,,,,"Mohave County, Arizona",20940,"Mohave County, Arizona",1429
"G0400170","2013",,,"Arizona","04","Navajo County","017",,,,,,,,,,,,,,,,,"Navajo County, Arizona",16641,"Navajo County, Arizona",1024
"G0400190","2013",,,"Arizona","04","Pima County","019",,,,,,,,,,,,,,,,,"Pima County, Arizona",25014,"Pima County, Arizona",777
"G0400210","2013",,,"Arizona","04","Pinal County","021",,,,,,,,,,,,,,,,,"Pinal County, Arizona",21409,"Pinal County, Arizona",884
"G0400250","2013",,,"Arizona","04","Yavapai County","025",,,,,,,,,,,,,,,,,"Yavapai County, Arizona",23259,"Yavapai County, Arizona",1334
"G0400270","2013",,,"Arizona","04","Yuma County","027",,,,,,,,,,,,,,,,,"Yuma County, Arizona",19531,"Yuma County, Arizona",1010
"G0500070","2013",,,"Arkansas","05","Benton County","007",,,,,,,,,,,,,,,,,"Benton County, Arkansas",27079,"Benton County, Arkansas",1264
"G0500310","2013",,,"Arkansas","05","Craighead County","031",,,,,,,,,,,,,,,,,"Craighead County, Arkansas",21952,"Craighead County, Arkansas",2985
"G0500450","2013",,,"Arkansas","05","Faulkner County","045",,,,,,,,,,,,,,,,,"Faulkner County, Arkansas",24058,"Faulkner County, Arkansas",2525
"G0500510","2013",,,"Arkansas","05","Garland County","051",,,,,,,,,,,,,,,,,"Garland County, Arkansas",23499,"Garland County, Arkansas",1677
"G0500690","2013",,,"Arkansas","05","Jefferson County","069",,,,,,,,,,,,,,,,,"Jefferson County, Arkansas",18877,"Jefferson County, Arkansas",1605
"G0500850","2013",,,"Arkansas","05","Lonoke County","085",,,,,,,,,,,,,,,,,"Lonoke County, Arkansas",23884,"Lonoke County, Arkansas",1531
"G0501190","2013",,,"Arkansas","05","Pulaski County","119",,,,,,,,,,,,,,,,,"Pulaski County, Arkansas",26681,"Pulaski County, Arkansas",1123
"G0501250","2013",,,"Arkansas","05","Saline County","125",,,,,,,,,,,,,,,,,"Saline County, Arkansas",24242,"Saline County, Arkansas",1301
"G0501310","2013",,,"Arkansas","05","Sebastian County","131",,,,,,,,,,,,,,,,,"Sebastian County, Arkansas",23225,"Sebastian County, Arkansas",2466
"G0501430","2013",,,"Arkansas","05","Washington County","143",,,,,,,,,,,,,,,,,"Washington County, Arkansas",22870,"Washington County, Arkansas",1198
"G0501450","2013",,,"Arkansas","05","White County","145",,,,,,,,,,,,,,,,,"White County, Arkansas",21588,"White County, Arkansas",1988
"G0600010","2013",,,"California","06","Alameda County","001",,,,,,,,,,,,,,,,,"Alameda County, California",36268,"Alameda County, California",533
"G0600070","2013",,,"California","06","Butte County","007",,,,,,,,,,,,,,,,,"Butte County, California",23744,"Butte County, California",1064
"G0600130","2013",,,"California","06","Contra Costa County","013",,,,,,,,,,,,,,,,,"Contra Costa County, California",38344,"Contra Costa County, California",964
"G0600170","2013",,,"California","06","El Dorado County","017",,,,,,,,,,,,,,,,,"El Dorado County, California",33107,"El Dorado County, California",2387
"G0600190","2013",,,"California","06","Fresno County","019",,,,,,,,,,,,,,,,,"Fresno County, California",19682,"Fresno County, California",526
"G0600230","2013",,,"California","06","Humboldt County","023",,,,,,,,,,,,,,,,,"Humboldt County, California",22432,"Humboldt County, California",1164
"G0600250","2013",,,"California","06","Imperial County","025",,,,,,,,,,,,,,,,,"Imperial County, California",16107,"Imperial County, California",1028
"G0600290","2013",,,"California","06","Kern County","029",,,,,,,,,,,,,,,,,"Kern County, California",19590,"Kern County, California",568
"G0600310","2013",,,"California","06","Kings County","031",,,,,,,,,,,,,,,,,"Kings County, California",17948,"Kings County, California",1132
"G0600330","2013",,,"California","06","Lake County","033",,,,,,,,,,,,,,,,,"Lake County, California",20711,"Lake County, California",1803
"G0600370","2013",,,"California","06","Los Angeles County","037",,,,,,,,,,,,,,,,,"Los Angeles County, California",27488,"Los Angeles County, California",256
"G0600390","2013",,,"California","06","Madera County","039",,,,,,,,,,,,,,,,,"Madera County, California",17046,"Madera County, California",1232
"G0600410","2013",,,"California","06","Marin County","041",,,,,,,,,,,,,,,,,"Marin County, California",60689,"Marin County, California",4343
"G0600450","2013",,,"California","06","Mendocino County","045",,,,,,,,,,,,,,,,,"Mendocino County, California",24855,"Mendocino County, California",4190
"G0600470","2013",,,"California","06","Merced County","047",,,,,,,,,,,,,,,,,"Merced County, California",17223,"Merced County, California",800
"G0600530","2013",,,"California","06","Monterey County","053",,,,,,,,,,,,,,,,,"Monterey County, California",24145,"Monterey County, California",923
"G0600550","2013",,,"California","06","Napa County","055",,,,,,,,,,,,,,,,,"Napa County, California",33881,"Napa County, California",1798
"G0600570","2013",,,"California","06","Nevada County","057",,,,,,,,,,,,,,,,,"Nevada County, California",31224,"Nevada County, California",2535
"G0600590","2013",,,"California","06","Orange County","059",,,,,,,,,,,,,,,,,"Orange County, California",33839,"Orange County, California",627
"G0600610","2013",,,"California","06","Placer County","061",,,,,,,,,,,,,,,,,"Placer County, California",35256,"Placer County, California",1335
"G0600650","2013",,,"California","06","Riverside County","065",,,,,,,,,,,,,,,,,"Riverside County, California",23068,"Riverside County, California",330
"G0600670","2013",,,"California","06","Sacramento County","067",,,,,,,,,,,,,,,,,"Sacramento County, California",26181,"Sacramento County, California",629
"G0600710","2013",,,"California","06","San Bernardino County","071",,,,,,,,,,,,,,,,,"San Bernardino County, California",20928,"San Bernardino County, California",327
"G0600730","2013",,,"California","06","San Diego County","073",,,,,,,,,,,,,,,,,"San Diego County, California",30844,"San Diego County, California",519
"G0600750","2013",,,"California","06","San Francisco County","075",,,,,,,,,,,,,,,,,"San Francisco County, California",51686,"San Francisco County, California",1746
"G0600770","2013",,,"California","06","San Joaquin County","077",,,,,,,,,,,,,,,,,"San Joaquin County, California",21397,"San Joaquin County, California",607
"G0600790","2013",,,"California","06","San Luis Obispo County","079",,,,,,,,,,,,,,,,,"San Luis Obispo County, California",29819,"San Luis Obispo County, California",1127
"G0600810","2013",,,"California","06","San Mateo County","081",,,,,,,,,,,,,,,,,"San Mateo County, California",46350,"San Mateo County, California",1184
"G0600830","2013",,,"California","06","Santa Barbara County","083",,,,,,,,,,,,,,,,,"Santa Barbara County, California",31357,"Santa Barbara County, California",1517
"G0600850","2013",,,"California","06","Santa Clara County","085",,,,,,,,,,,,,,,,,"Santa Clara County, California",42715,"Santa Clara County, California",647
"G0600870","2013",,,"California","06","Santa Cruz County","087",,,,,,,,,,,,,,,,,"Santa Cruz County, California",31521,"Santa Cruz County, California",1184
"G0600890","2013",,,"California","06","Shasta County","089",,,,,,,,,,,,,,,,,"Shasta County, California",22558,"Shasta County, California",1138
"G0600950","2013",,,"California","06","Solano County","095",,,,,,,,,,,,,,,,,"Solano County, California",28388,"Solano County, California",931
"G0600970","2013",,,"California","06","Sonoma County","097",,,,,,,,,,,,,,,,,"Sonoma County, California",33357,"Sonoma County, California",1217
"G0600990","2013",,,"California","06","Stanislaus County","099",,,,,,,,,,,,,,,,,"Stanislaus County, California",22556,"Stanislaus County, California",1573
"G0601010","2013",,,"California","06","Sutter County","101",,,,,,,,,,,,,,,,,"Sutter County, California",23446,"Sutter County, California",1883
"G0601070","2013",,,"California","06","Tulare County","107",,,,,,,,,,,,,,,,,"Tulare County, California",16595,"Tulare County, California",649
"G0601110","2013",,,"California","06","Ventura County","111",,,,,,,,,,,,,,,,,"Ventura County, California",33481,"Ventura County, California",846
"G0601130","2013",,,"California","06","Yolo County","113",,,,,,,,,,,,,,,,,"Yolo County, California",26423,"Yolo County, California",1255
"G0601150","2013",,,"California","06","Yuba County","115",,,,,,,,,,,,,,,,,"Yuba County, California",17967,"Yuba County, California",1385
"G0800010","2013",,,"Colorado","08","Adams County","001",,,,,,,,,,,,,,,,,"Adams County, Colorado",24425,"Adams County, Colorado",644
"G0800050","2013",,,"Colorado","08","Arapahoe County","005",,,,,,,,,,,,,,,,,"Arapahoe County, Colorado",31644,"Arapahoe County, Colorado",822
"G0800130","2013",,,"Colorado","08","Boulder County","013",,,,,,,,,,,,,,,,,"Boulder County, Colorado",38538,"Boulder County, Colorado",1336
"G0800310","2013",,,"Colorado","08","Denver County","031",,,,,,,,,,,,,,,,,"Denver County, Colorado",33995,"Denver County, Colorado",1157
"G0800350","2013",,,"Colorado","08","Douglas County","035",,,,,,,,,,,,,,,,,"Douglas County, Colorado",44419,"Douglas County, Colorado",1608
"G0800410","2013",,,"Colorado","08","El Paso County","041",,,,,,,,,,,,,,,,,"El Paso County, Colorado",29000,"El Paso County, Colorado",754
"G0800590","2013",,,"Colorado","08","Jefferson County","059",,,,,,,,,,,,,,,,,"Jefferson County, Colorado",36570,"Jefferson County, Colorado",974
"G0800690","2013",,,"Colorado","08","Larimer County","069",,,,,,,,,,,,,,,,,"Larimer County, Colorado",31546,"Larimer County, Colorado",1493
"G0800770","2013",,,"Colorado","08","Mesa County","077",,,,,,,,,,,,,,,,,"Mesa County, Colorado",25981,"Mesa County, Colorado",1874
"G0801010","2013",,,"Colorado","08","Pueblo County","101",,,,,,,,,,,,,,,,,"Pueblo County, Colorado",20987,"Pueblo County, Colorado",863
"G0801230","2013",,,"Colorado","08","Weld County","123",,,,,,,,,,,,,,,,,"Weld County, Colorado",25855,"Weld County, Colorado",1167
"G0900010","2013",,,"Connecticut","09","Fairfield County","001",,,,,,,,,,,,,,,,,"Fairfield County, Connecticut",49129,"Fairfield County, Connecticut",1450
"G0900030","2013",,,"Connecticut","09","Hartford County","003",,,,,,,,,,,,,,,,,"Hartford County, Connecticut",34760,"Hartford County, Connecticut",830
"G0900050","2013",,,"Connecticut","09","Litchfield County","005",,,,,,,,,,,,,,,,,"Litchfield County, Connecticut",36561,"Litchfield County, Connecticut",1952
"G0900070","2013",,,"Connecticut","09","Middlesex County","007",,,,,,,,,,,,,,,,,"Middlesex County, Connecticut",40079,"Middlesex County, Connecticut",2176
"G0900090","2013",,,"Connecticut","09","New Haven County","009",,,,,,,,,,,,,,,,,"New Haven County, Connecticut",31896,"New Haven County, Connecticut",857
"G0900110","2013",,,"Connecticut","09","New London County","011",,,,,,,,,,,,,,,,,"New London County, Connecticut",32991,"New London County, Connecticut",1160
"G0900130","2013",,,"Connecticut","09","Tolland County","013",,,,,,,,,,,,,,,,,"Tolland County, Connecticut",33518,"Tolland County, Connecticut",1754
"G0900150","2013",,,"Connecticut","09","Windham County","015",,,,,,,,,,,,,,,,,"Windham County, Connecticut",26969,"Windham County, Connecticut",1609
"G1000010","2013",,,"Delaware","10","Kent County","001",,,,,,,,,,,,,,,,,"Kent County, Delaware",25192,"Kent County, Delaware",1223
"G1000030","2013",,,"Delaware","10","New Castle County","003",,,,,,,,,,,,,,,,,"New Castle County, Delaware",32498,"New Castle County, Delaware",909
"G1000050","2013",,,"Delaware","10","Sussex County","005",,,,,,,,,,,,,,,,,"Sussex County, Delaware",24986,"Sussex County, Delaware",917
"G1100010","2013",,,"District of Columbia","11","District of Columbia","001",,,,,,,,,,,,,,,,,"District of Columbia, District of Columbia",45477,"District of Columbia, District of Columbia",1236
"G1200010","2013",,,"Florida","12","Alachua County","001",,,,,,,,,,,,,,,,,"Alachua County, Florida",23186,"Alachua County, Florida",1357
"G1200050","2013",,,"Florida","12","Bay County","005",,,,,,,,,,,,,,,,,"Bay County, Florida",23252,"Bay County, Florida",1222
"G1200090","2013",,,"Florida","12","Brevard County","009",,,,,,,,,,,,,,,,,"Brevard County, Florida",25615,"Brevard County, Florida",766
"G1200110","2013",,,"Florida","12","Broward County","011",,,,,,,,,,,,,,,,,"Broward County, Florida",27804,"Broward County, Florida",658
"G1200150","2013",,,"Florida","12","Charlotte County","015",,,,,,,,,,,,,,,,,"Charlotte County, Florida",25459,"Charlotte County, Florida",1389
"G1200170","2013",,,"Florida","12","Citrus County","017",,,,,,,,,,,,,,,,,"Citrus County, Florida",22817,"Citrus County, Florida",1286
"G1200190","2013",,,"Florida","12","Clay County","019",,,,,,,,,,,,,,,,,"Clay County, Florida",27333,"Clay County, Florida",2424
"G1200210","2013",,,"Florida","12","Collier County","021",,,,,,,,,,,,,,,,,"Collier County, Florida",36746,"Collier County, Florida",2650
"G1200230","2013",,,"Florida","12","Columbia County","023",,,,,,,,,,,,,,,,,"Columbia County, Florida",21186,"Columbia County, Florida",1488
"G1200310","2013",,,"Florida","12","Duval County","031",,,,,,,,,,,,,,,,,"Duval County, Florida",26330,"Duval County, Florida",776
"G1200330","2013",,,"Florida","12","Escambia County","033",,,,,,,,,,,,,,,,,"Escambia County, Florida",23192,"Escambia County, Florida",1135
"G1200350","2013",,,"Florida","12","Flagler County","035",,,,,,,,,,,,,,,,,"Flagler County, Florida",23038,"Flagler County, Florida",2002
"G1200530","2013",,,"Florida","12","Hernando County","053",,,,,,,,,,,,,,,,,"Hernando County, Florida",20827,"Hernando County, Florida",1029
"G1200550","2013",,,"Florida","12","Highlands County","055",,,,,,,,,,,,,,,,,"Highlands County, Florida",21482,"Highlands County, Florida",2388
"G1200570","2013",,,"Florida","12","Hillsborough County","057",,,,,,,,,,,,,,,,,"Hillsborough County, Florida",27242,"Hillsborough County, Florida",662
"G1200610","2013",,,"Florida","12","Indian River County","061",,,,,,,,,,,,,,,,,"Indian River County, Florida",28355,"Indian River County, Florida",2005
"G1200690","2013",,,"Florida","12","Lake County","069",,,,,,,,,,,,,,,,,"Lake County, Florida",22972,"Lake County, Florida",996
"G1200710","2013",,,"Florida","12","Lee County","071",,,,,,,,,,,,,,,,,"Lee County, Florida",26598,"Lee County, Florida",946
"G1200730","2013",,,"Florida","12","Leon County","073",,,,,,,,,,,,,,,,,"Leon County, Florida",26020,"Leon County, Florida",1014
"G1200810","2013",,,"Florida","12","Manatee County","081",,,,,,,,,,,,,,,,,"Manatee County, Florida",28194,"Manatee County, Florida",1562
"G1200830","2013",,,"Florida","12","Marion County","083",,,,,,,,,,,,,,,,,"Marion County, Florida",21430,"Marion County, Florida",1010
"G1200850","2013",,,"Florida","12","Martin County","085",,,,,,,,,,,,,,,,,"Martin County, Florida",33285,"Martin County, Florida",2233
"G1200860","2013",,,"Florida","12","Miami-Dade County","086",,,,,,,,,,,,,,,,,"Miami-Dade County, Florida",22832,"Miami-Dade County, Florida",420
"G1200870","2013",,,"Florida","12","Monroe County","087",,,,,,,,,,,,,,,,,"Monroe County, Florida",31137,"Monroe County, Florida",3828
"G1200890","2013",,,"Florida","12","Nassau County","089",,,,,,,,,,,,,,,,,"Nassau County, Florida",27201,"Nassau County, Florida",2051
"G1200910","2013",,,"Florida","12","Okaloosa County","091",,,,,,,,,,,,,,,,,"Okaloosa County, Florida",28183,"Okaloosa County, Florida",1460
"G1200950","2013",,,"Florida","12","Orange County","095",,,,,,,,,,,,,,,,,"Orange County, Florida",23925,"Orange County, Florida",670
"G1200970","2013",,,"Florida","12","Osceola County","097",,,,,,,,,,,,,,,,,"Osceola County, Florida",18075,"Osceola County, Florida",1059
"G1200990","2013",,,"Florida","12","Palm Beach County","099",,,,,,,,,,,,,,,,,"Palm Beach County, Florida",32690,"Palm Beach County, Florida",750
"G1201010","2013",,,"Florida","12","Pasco County","101",,,,,,,,,,,,,,,,,"Pasco County, Florida",23901,"Pasco County, Florida",674
"G1201030","2013",,,"Florida","12","Pinellas County","103",,,,,,,,,,,,,,,,,"Pinellas County, Florida",28855,"Pinellas County, Florida",822
"G1201050","2013",,,"Florida","12","Polk County","105",,,,,,,,,,,,,,,,,"Polk County, Florida",20507,"Polk County, Florida",614
"G1201070","2013",,,"Florida","12","Putnam County","107",,,,,,,,,,,,,,,,,"Putnam County, Florida",17469,"Putnam County, Florida",1822
"G1201090","2013",,,"Florida","12","St. Johns County","109",,,,,,,,,,,,,,,,,"St. Johns County, Florida",36369,"St. Johns County, Florida",2230
"G1201110","2013",,,"Florida","12","St. Lucie County","111",,,,,,,,,,,,,,,,,"St. Lucie County, Florida",23743,"St. Lucie County, Florida",1883
"G1201130","2013",,,"Florida","12","Santa Rosa County","113",,,,,,,,,,,,,,,,,"Santa Rosa County, Florida",24656,"Santa Rosa County, Florida",1360
"G1201150","2013",,,"Florida","12","Sarasota County","115",,,,,,,,,,,,,,,,,"Sarasota County, Florida",31354,"Sarasota County, Florida",1124
"G1201170","2013",,,"Florida","12","Seminole County","117",,,,,,,,,,,,,,,,,"Seminole County, Florida",26952,"Seminole County, Florida",988
"G1201190","2013",,,"Florida","12","Sumter County","119",,,,,,,,,,,,,,,,,"Sumter County, Florida",31539,"Sumter County, Florida",3196
"G1201270","2013",,,"Florida","12","Volusia County","127",,,,,,,,,,,,,,,,,"Volusia County, Florida",23779,"Volusia County, Florida",1012
"G1300130","2013",,,"Georgia","13","Barrow County","013",,,,,,,,,,,,,,,,,"Barrow County, Georgia",22103,"Barrow County, Georgia",1687
"G1300150","2013",,,"Georgia","13","Bartow County","015",,,,,,,,,,,,,,,,,"Bartow County, Georgia",21212,"Bartow County, Georgia",1659
"G1300210","2013",,,"Georgia","13","Bibb County","021",,,,,,,,,,,,,,,,,"Bibb County, Georgia",20225,"Bibb County, Georgia",1529
"G1300310","2013",,,"Georgia","13","Bulloch County","031",,,,,,,,,,,,,,,,,"Bulloch County, Georgia",18441,"Bulloch County, Georgia",2559
"G1300450","2013",,,"Georgia","13","Carroll County","045",,,,,,,,,,,,,,,,,"Carroll County, Georgia",21342,"Carroll County, Georgia",2599
"G1300470","2013",,,"Georgia","13","Catoosa County","047",,,,,,,,,,,,,,,,,"Catoosa County, Georgia",22321,"Catoosa County, Georgia",1737
"G1300510","2013",,,"Georgia","13","Chatham County","051",,,,,,,,,,,,,,,,,"Chatham County, Georgia",25254,"Chatham County, Georgia",1243
"G1300570","2013",,,"Georgia","13","Cherokee County","057",,,,,,,,,,,,,,,,,"Cherokee County, Georgia",28930,"Cherokee County, Georgia",1707
"G1300590","2013",,,"Georgia","13","Clarke County","059",,,,,,,,,,,,,,,,,"Clarke County, Georgia",18647,"Clarke County, Georgia",1431
"G1300630","2013",,,"Georgia","13","Clayton County","063",,,,,,,,,,,,,,,,,"Clayton County, Georgia",17744,"Clayton County, Georgia",810
"G1300670","2013",,,"Georgia","13","Cobb County","067",,,,,,,,,,,,,,,,,"Cobb County, Georgia",32567,"Cobb County, Georgia",829
"G1300730","2013",,,"Georgia","13","Columbia County","073",,,,,,,,,,,,,,,,,"Columbia County, Georgia",30769,"Columbia County, Georgia",2374
"G1300770","2013",,,"Georgia","13","Coweta County","077",,,,,,,,,,,,,,,,,"Coweta County, Georgia",28221,"Coweta County, Georgia",2061
"G1300890","2013",,,"Georgia","13","DeKalb County","089",,,,,,,,,,,,,,,,,"DeKalb County, Georgia",28746,"DeKalb County, Georgia",847
"G1300950","2013",,,"Georgia","13","Dougherty County","095",,,,,,,,,,,,,,,,,"Dougherty County, Georgia",17854,"Dougherty County, Georgia",1615
"G1300970","2013",,,"Georgia","13","Douglas County","097",,,,,,,,,,,,,,,,,"Douglas County, Georgia",22513,"Douglas County, Georgia",1413
"G1301130","2013",,,"Georgia","13","Fayette County","113",,,,,,,,,,,,,,,,,"Fayette County, Georgia",34588,"Fayette County, Georgia",2047
"G1301150","2013",,,"Georgia","13","Floyd County","115",,,,,,,,,,,,,,,,,"Floyd County, Georgia",18648,"Floyd County, Georgia",1335
"G1301170","2013",,,"Georgia","13","Forsyth County","117",,,,,,,,,,,,,,,,,"Forsyth County, Georgia",36751,"Forsyth County, Georgia",1724
"G1301210","2013",,,"Georgia","13","Fulton County","121",,,,,,,,,,,,,,,,,"Fulton County, Georgia",36872,"Fulton County, Georgia",966
"G1301270","2013",,,"Georgia","13","Glynn County","127",,,,,,,,,,,,,,,,,"Glynn County, Georgia",24401,"Glynn County, Georgia",2194
"G1301350","2013",,,"Georgia","13","Gwinnett County","135",,,,,,,,,,,,,,,,,"Gwinnett County, Georgia",24631,"Gwinnett County, Georgia",604
"G1301390","2013",,,"Georgia","13","Hall County","139",,,,,,,,,,,,,,,,,"Hall County, Georgia",22373,"Hall County, Georgia",1264
"G1301510","2013",,,"Georgia","13","Henry County","151",,,,,,,,,,,,,,,,,"Henry County, Georgia",25101,"Henry County, Georgia",1704
"G1301530","2013",,,"Georgia","13","Houston County","153",,,,,,,,,,,,,,,,,"Houston County, Georgia",23411,"Houston County, Georgia",1766
"G1301790","2013",,,"Georgia","13","Liberty County","179",,,,,,,,,,,,,,,,,"Liberty County, Georgia",20187,"Liberty County, Georgia",2585
"G1301850","2013",,,"Georgia","13","Lowndes County","185",,,,,,,,,,,,,,,,,"Lowndes County, Georgia",17775,"Lowndes County, Georgia",1118
"G1302150","2013",,,"Georgia","13","Muscogee County","215",,,,,,,,,,,,,,,,,"Muscogee County, Georgia",22131,"Muscogee County, Georgia",1450
"G1302170","2013",,,"Georgia","13","Newton County","217",,,,,,,,,,,,,,,,,"Newton County, Georgia",22702,"Newton County, Georgia",1724
"G1302230","2013",,,"Georgia","13","Paulding County","223",,,,,,,,,,,,,,,,,"Paulding County, Georgia",23562,"Paulding County, Georgia",1734
"G1302450","2013",,,"Georgia","13","Richmond County","245",,,,,,,,,,,,,,,,,"Richmond County, Georgia",21466,"Richmond County, Georgia",1916
"G1302470","2013",,,"Georgia","13","Rockdale County","247",,,,,,,,,,,,,,,,,"Rockdale County, Georgia",21196,"Rockdale County, Georgia",1397
"G1302850","2013",,,"Georgia","13","Troup County","285",,,,,,,,,,,,,,,,,"Troup County, Georgia",22836,"Troup County, Georgia",2648
"G1302950","2013",,,"Georgia","13","Walker County","295",,,,,,,,,,,,,,,,,"Walker County, Georgia",19748,"Walker County, Georgia",1290
"G1302970","2013",,,"Georgia","13","Walton County","297",,,,,,,,,,,,,,,,,"Walton County, Georgia",21915,"Walton County, Georgia",1451
"G1303130","2013",,,"Georgia","13","Whitfield County","313",,,,,,,,,,,,,,,,,"Whitfield County, Georgia",18680,"Whitfield County, Georgia",1516
"G1500010","2013",,,"Hawaii","15","Hawaii County","001",,,,,,,,,,,,,,,,,"Hawaii County, Hawaii",23353,"Hawaii County, Hawaii",1450
"G1500030","2013",,,"Hawaii","15","Honolulu County","003",,,,,,,,,,,,,,,,,"Honolulu County, Hawaii",30895,"Honolulu County, Hawaii",680
"G1500070","2013",,,"Hawaii","15","Kauai County","007",,,,,,,,,,,,,,,,,"Kauai County, Hawaii",27264,"Kauai County, Hawaii",2386
"G1500090","2013",,,"Hawaii","15","Maui County","009",,,,,,,,,,,,,,,,,"Maui County, Hawaii",29895,"Maui County, Hawaii",1983
"G1600010","2013",,,"Idaho","16","Ada County","001",,,,,,,,,,,,,,,,,"Ada County, Idaho",27617,"Ada County, Idaho",1199
"G1600050","2013",,,"Idaho","16","Bannock County","005",,,,,,,,,,,,,,,,,"Bannock County, Idaho",21777,"Bannock County, Idaho",1403
"G1600190","2013",,,"Idaho","16","Bonneville County","019",,,,,,,,,,,,,,,,,"Bonneville County, Idaho",21062,"Bonneville County, Idaho",1432
"G1600270","2013",,,"Idaho","16","Canyon County","027",,,,,,,,,,,,,,,,,"Canyon County, Idaho",17450,"Canyon County, Idaho",821
"G1600550","2013",,,"Idaho","16","Kootenai County","055",,,,,,,,,,,,,,,,,"Kootenai County, Idaho",26150,"Kootenai County, Idaho",1717
